Postcode,Dwelling Types,Number of Bedrooms,"First Quartile Weekly Rent for New Bonds
$","Median Weekly Rent for New Bonds
$","Third Quartile Weekly Rent for New Bonds
$","New Bonds Lodged
No.","Total Bonds Held
No.",Quarterly change in Median Weekly Rent,Annual change in Median Weekly Rent,Quarterly change in New Bonds Lodged,Annual change in New Bonds Lodged
2322,Flat/Unit,3 Bedrooms,-,-,-,-,s,-,-,-,-
2322,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2323,Total,Total,336,410,458,166,2413,2.50%,5.13%,-14.87%,-5.14%
2323,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2323,Total,1 Bedroom,210,220,240,s,235,4.76%,-4.35%,-31.25%,-21.43%
2323,Total,Not Specified,-,-,-,-,112,-,-,-,-
2323,Total,2 Bedrooms,290,330,350,49,624,0.00%,3.13%,8.89%,40.00%
2323,Total,3 Bedrooms,400,420,445,65,951,2.44%,7.69%,-22.62%,-14.47%
2323,Total,4 or more Bedrooms,473,500,555,38,484,6.38%,4.17%,-19.15%,-13.64%
2323,House,Total,415,445,498,95,1372,5.95%,5.95%,-28.57%,-15.18%
2323,House,Bedsitter,-,-,-,-,-,-,-,-,-
2323,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2323,House,Not Specified,-,-,-,-,55,-,-,-,-
2323,House,2 Bedrooms,-,-,-,-,127,-,-,-,-
2323,House,3 Bedrooms,410,430,450,48,710,2.38%,7.50%,-32.39%,-9.43%
2323,House,4 or more Bedrooms,473,500,555,38,460,6.38%,4.17%,-17.39%,-7.32%
2323,Other,Total,-,-,-,-,170,-,-,-,-
2323,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2323,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2323,Other,Not Specified,-,-,-,-,31,-,-,-,-
2323,Other,2 Bedrooms,-,-,-,-,42,-,-,-,-
2323,Other,3 Bedrooms,-,-,-,-,58,-,-,-,-
2323,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2323,Townhouse,Total,370,400,435,s,183,11.11%,14.29%,88.89%,13.33%
2323,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2323,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2323,Townhouse,2 Bedrooms,-,-,-,-,85,-,-,-,-
2323,Townhouse,3 Bedrooms,-,-,-,-,87,-,-,-,-
2323,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2323,Flat/Unit,Total,258,310,350,52,688,13.76%,-5.34%,4.00%,36.84%
2323,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2323,Flat/Unit,1 Bedroom,-,-,-,-,196,-,-,-,-
2323,Flat/Unit,Not Specified,-,-,-,-,s,-,-,-,-
2323,Flat/Unit,2 Bedrooms,285,320,350,35,370,6.67%,-5.88%,40.00%,105.88%
2323,Flat/Unit,3 Bedrooms,-,-,-,-,96,-,-,-,-
2323,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2324,Total,Total,330,378,414,130,1928,4.14%,7.86%,-9.72%,-28.96%
2324,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2324,Total,1 Bedroom,-,-,-,-,78,-,-,-,-
2324,Total,Not Specified,-,-,-,-,121,-,-,-,-
2324,Total,2 Bedrooms,300,330,350,35,539,8.20%,10.00%,2.94%,-37.50%
2324,Total,3 Bedrooms,366,380,400,50,760,0.66%,5.56%,-16.67%,-35.06%
2324,Total,4 or more Bedrooms,408,460,500,s,426,2.22%,2.22%,-16.67%,-14.29%
2324,House,Total,353,395,450,87,1230,0.00%,5.33%,-4.40%,-23.01%
2324,House,Bedsitter,-,-,-,-,-,-,-,-,-
2324,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2324,House,Not Specified,-,-,-,-,44,-,-,-,-
2324,House,2 Bedrooms,308,340,354,s,156,1.49%,3.03%,100.00%,6.67%
2324,House,3 Bedrooms,370,390,410,43,622,1.96%,6.85%,-10.42%,-33.85%
2324,House,4 or more Bedrooms,450,480,500,s,388,6.67%,6.67%,-26.47%,-19.35%
2324,Other,Total,-,-,-,-,125,-,-,-,-
2324,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2324,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2324,Other,Not Specified,-,-,-,-,60,-,-,-,-
2324,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2324,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2324,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2324,Townhouse,Total,-,-,-,-,157,-,-,-,-
2324,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2324,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2324,Townhouse,2 Bedrooms,-,-,-,-,65,-,-,-,-
2324,Townhouse,3 Bedrooms,-,-,-,-,65,-,-,-,-
2324,Townhouse,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2324,Flat/Unit,Total,280,315,330,s,416,6.78%,5.00%,-26.47%,-44.44%
2324,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2324,Flat/Unit,1 Bedroom,-,-,-,-,46,-,-,-,-
2324,Flat/Unit,Not Specified,-,-,-,-,s,-,-,-,-
2324,Flat/Unit,2 Bedrooms,285,305,328,s,297,2.52%,1.67%,-30.00%,-56.25%
2324,Flat/Unit,3 Bedrooms,-,-,-,-,53,-,-,-,-
2324,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2325,Total,Total,310,350,395,189,2634,0.00%,9.38%,-5.97%,-16.37%
2325,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2325,Total,1 Bedroom,224,240,250,s,158,2.13%,11.63%,20.00%,-14.29%
2325,Total,Not Specified,-,-,-,-,75,-,-,-,-
2325,Total,2 Bedrooms,291,310,330,58,704,0.00%,7.83%,20.83%,-21.62%
2325,Total,3 Bedrooms,340,355,380,80,1145,-1.39%,4.41%,-20.79%,-8.05%
2325,Total,4 or more Bedrooms,400,420,433,36,548,0.00%,1.20%,-2.70%,-23.40%
2325,House,Total,320,360,400,138,1922,0.00%,5.88%,-15.34%,-15.34%
2325,House,Bedsitter,-,-,-,-,-,-,-,-,-
2325,House,1 Bedroom,-,-,-,-,42,-,-,-,-
2325,House,Not Specified,-,-,-,-,s,-,-,-,-
2325,House,2 Bedrooms,296,320,330,34,395,0.00%,10.34%,21.43%,-10.53%
2325,House,3 Bedrooms,335,360,390,63,929,-0.69%,5.88%,-30.00%,-14.86%
2325,House,4 or more Bedrooms,400,420,433,36,527,0.60%,1.82%,0.00%,-21.74%
2325,Other,Total,-,-,-,-,123,-,-,-,-
2325,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2325,Other,Not Specified,-,-,-,-,s,-,-,-,-
2325,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2325,Other,3 Bedrooms,-,-,-,-,38,-,-,-,-
2325,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2325,Townhouse,Total,-,-,-,-,100,-,-,-,-
2325,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2325,Townhouse,2 Bedrooms,-,-,-,-,31,-,-,-,-
2325,Townhouse,3 Bedrooms,-,-,-,-,61,-,-,-,-
2325,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2325,Flat/Unit,Total,280,300,330,39,489,0.00%,7.14%,50.00%,-17.02%
2325,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2325,Flat/Unit,1 Bedroom,-,-,-,-,101,-,-,-,-
2325,Flat/Unit,Not Specified,-,-,-,-,s,-,-,-,-
2325,Flat/Unit,2 Bedrooms,290,300,310,s,248,3.45%,7.14%,40.00%,-27.59%
2325,Flat/Unit,3 Bedrooms,-,-,-,-,117,-,-,-,-
2325,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2326,Total,Total,310,350,370,31,444,-1.41%,2.19%,-13.89%,-18.42%
2326,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2326,Total,1 Bedroom,-,-,-,-,40,-,-,-,-
2326,Total,Not Specified,-,-,-,-,s,-,-,-,-
2326,Total,2 Bedrooms,-,-,-,-,140,-,-,-,-
2326,Total,3 Bedrooms,350,365,370,s,198,-2.67%,2.82%,12.50%,-10.00%
2326,Total,4 or more Bedrooms,-,-,-,-,48,-,-,-,-
2326,House,Total,334,355,371,s,330,-5.33%,1.43%,-7.69%,-22.58%
2326,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2326,House,Not Specified,-,-,-,-,-,-,-,-,-
2326,House,2 Bedrooms,-,-,-,-,88,-,-,-,-
2326,House,3 Bedrooms,350,360,370,s,183,-5.26%,1.41%,54.55%,-5.56%
2326,House,4 or more Bedrooms,-,-,-,-,43,-,-,-,-
2326,Other,Total,-,-,-,-,34,-,-,-,-
2326,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2326,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2326,Other,Not Specified,-,-,-,-,-,-,-,-,-
2326,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2326,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2326,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2326,Townhouse,Total,-,-,-,-,-,-,-,-,-
2326,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2326,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2326,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2326,Flat/Unit,Total,-,-,-,-,76,-,-,-,-
2326,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2326,Flat/Unit,1 Bedroom,-,-,-,-,s,-,-,-,-
2326,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2326,Flat/Unit,2 Bedrooms,-,-,-,-,42,-,-,-,-
2326,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2326,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2327,Total,Total,293,350,388,46,870,2.94%,6.06%,-24.59%,-36.11%
2327,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2327,Total,1 Bedroom,-,-,-,-,66,-,-,-,-
2327,Total,Not Specified,-,-,-,-,33,-,-,-,-
2327,Total,2 Bedrooms,270,310,339,s,309,-1.59%,5.08%,-46.15%,-17.65%
2327,Total,3 Bedrooms,350,380,398,s,394,2.70%,8.57%,-12.00%,-43.59%
2327,Total,4 or more Bedrooms,-,-,-,-,64,-,-,-,-
2327,House,Total,343,380,400,s,525,7.04%,9.35%,3.45%,-37.50%
2327,House,Bedsitter,-,-,-,-,-,-,-,-,-
2327,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2327,House,Not Specified,-,-,-,-,-,-,-,-,-
2327,House,2 Bedrooms,-,-,-,-,111,-,-,-,-
2327,House,3 Bedrooms,358,380,400,s,321,4.11%,8.57%,35.71%,-36.67%
2327,House,4 or more Bedrooms,-,-,-,-,63,-,-,-,-
2327,Other,Total,-,-,-,-,86,-,-,-,-
2327,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2327,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2327,Other,Not Specified,-,-,-,-,s,-,-,-,-
2327,Other,2 Bedrooms,-,-,-,-,36,-,-,-,-
2327,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2327,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2327,Townhouse,Total,-,-,-,-,69,-,-,-,-
2327,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2327,Townhouse,2 Bedrooms,-,-,-,-,37,-,-,-,-
2327,Townhouse,3 Bedrooms,-,-,-,-,31,-,-,-,-
2327,Flat/Unit,Total,-,-,-,-,190,-,-,-,-
2327,Flat/Unit,1 Bedroom,-,-,-,-,36,-,-,-,-
2327,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2327,Flat/Unit,2 Bedrooms,-,-,-,-,125,-,-,-,-
2327,Flat/Unit,3 Bedrooms,-,-,-,-,s,-,-,-,-
2328,Total,Total,250,350,393,s,155,9.38%,41.41%,-16.67%,25.00%
2328,Total,1 Bedroom,-,-,-,-,-,-,-,-,-
2328,Total,Not Specified,-,-,-,-,s,-,-,-,-
2328,Total,2 Bedrooms,-,-,-,-,55,-,-,-,-
2328,Total,3 Bedrooms,-,-,-,-,54,-,-,-,-
2328,Total,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2328,House,Total,-,-,-,-,86,-,-,-,-
2328,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2328,House,Not Specified,-,-,-,-,-,-,-,-,-
2328,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2328,House,3 Bedrooms,-,-,-,-,46,-,-,-,-
2328,House,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2328,Other,Total,-,-,-,-,-,-,-,-,-
2328,Other,Not Specified,-,-,-,-,-,-,-,-,-
2328,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2328,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2328,Townhouse,Total,-,-,-,-,-,-,-,-,-
2328,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2328,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2328,Flat/Unit,Total,-,-,-,-,55,-,-,-,-
2328,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2328,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2328,Flat/Unit,2 Bedrooms,-,-,-,-,39,-,-,-,-
2328,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2328,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2329,Total,Total,169,228,276,s,134,-20.18%,-9.00%,-20.00%,77.78%
2329,Total,1 Bedroom,-,-,-,-,s,-,-,-,-
2329,Total,Not Specified,-,-,-,-,-,-,-,-,-
2329,Total,2 Bedrooms,-,-,-,-,44,-,-,-,-
2329,Total,3 Bedrooms,-,-,-,-,48,-,-,-,-
2329,Total,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2329,House,Total,-,-,-,-,89,-,-,-,-
2329,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2329,House,Not Specified,-,-,-,-,-,-,-,-,-
2329,House,2 Bedrooms,-,-,-,-,s,-,-,-,-
2329,House,3 Bedrooms,-,-,-,-,43,-,-,-,-
2329,House,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2329,Other,Total,-,-,-,-,-,-,-,-,-
2329,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2329,Other,Not Specified,-,-,-,-,-,-,-,-,-
2329,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2329,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2329,Townhouse,Total,-,-,-,-,-,-,-,-,-
2329,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2329,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2329,Flat/Unit,Total,-,-,-,-,32,-,-,-,-
2329,Flat/Unit,1 Bedroom,-,-,-,-,s,-,-,-,-
2329,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2329,Flat/Unit,2 Bedrooms,-,-,-,-,s,-,-,-,-
2329,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2329,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2330,Total,Total,330,400,440,125,1553,5.26%,2.56%,-20.38%,-19.35%
2330,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2330,Total,1 Bedroom,-,-,-,-,71,-,-,-,-
2330,Total,Not Specified,-,-,-,-,87,-,-,-,-
2330,Total,2 Bedrooms,286,305,348,s,348,1.67%,5.17%,-45.83%,-7.14%
2330,Total,3 Bedrooms,375,400,420,67,704,2.56%,2.56%,-2.90%,-9.46%
2330,Total,4 or more Bedrooms,450,480,500,s,338,4.35%,4.35%,-27.59%,-50.00%
2330,House,Total,370,418,460,74,911,4.37%,-0.60%,-14.94%,-20.43%
2330,House,Bedsitter,-,-,-,-,-,-,-,-,-
2330,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2330,House,Not Specified,-,-,-,-,47,-,-,-,-
2330,House,2 Bedrooms,-,-,-,-,78,-,-,-,-
2330,House,3 Bedrooms,350,400,425,41,453,2.56%,0.00%,-12.77%,-6.82%
2330,House,4 or more Bedrooms,450,480,500,s,326,4.35%,4.35%,-27.59%,-47.50%
2330,Other,Total,-,-,-,-,93,-,-,-,-
2330,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2330,Other,Not Specified,-,-,-,-,s,-,-,-,-
2330,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2330,Other,3 Bedrooms,-,-,-,-,33,-,-,-,-
2330,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2330,Townhouse,Total,390,410,420,s,101,9.33%,2.50%,57.14%,-21.43%
2330,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2330,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2330,Townhouse,3 Bedrooms,-,-,-,-,73,-,-,-,-
2330,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2330,Flat/Unit,Total,289,320,383,36,448,6.67%,6.67%,-33.33%,2.86%
2330,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2330,Flat/Unit,1 Bedroom,-,-,-,-,56,-,-,-,-
2330,Flat/Unit,Not Specified,-,-,-,-,s,-,-,-,-
2330,Flat/Unit,2 Bedrooms,281,300,313,s,230,3.45%,6.19%,-50.00%,0.00%
2330,Flat/Unit,3 Bedrooms,373,400,400,s,145,3.90%,3.23%,-6.25%,25.00%
2330,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2333,Total,Total,280,380,430,154,1486,11.76%,8.57%,-5.52%,1.32%
2333,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2333,Total,1 Bedroom,185,190,203,s,81,5.56%,2.70%,83.33%,22.22%
2333,Total,Not Specified,-,-,-,-,149,-,-,-,-
2333,Total,2 Bedrooms,240,265,360,s,232,-1.85%,-1.85%,-43.18%,0.00%
2333,Total,3 Bedrooms,310,360,400,61,550,5.88%,16.13%,-4.69%,10.91%
2333,Total,4 or more Bedrooms,400,420,455,55,469,0.00%,5.00%,27.91%,25.00%
2333,House,Total,350,400,440,105,951,8.11%,5.26%,3.96%,32.91%
2333,House,Bedsitter,-,-,-,-,-,-,-,-,-
2333,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2333,House,Not Specified,-,-,-,-,61,-,-,-,-
2333,House,2 Bedrooms,-,-,-,-,56,-,-,-,-
2333,House,3 Bedrooms,310,360,400,45,391,9.09%,16.13%,0.00%,25.00%
2333,House,4 or more Bedrooms,400,420,460,53,434,0.00%,5.00%,26.19%,29.27%
2333,Other,Total,-,-,-,-,140,-,-,-,-
2333,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2333,Other,Not Specified,-,-,-,-,66,-,-,-,-
2333,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2333,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2333,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2333,Townhouse,Total,315,370,425,s,114,10.45%,5.71%,-9.52%,0.00%
2333,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2333,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2333,Townhouse,2 Bedrooms,-,-,-,-,46,-,-,-,-
2333,Townhouse,3 Bedrooms,355,385,425,s,60,14.93%,10.00%,57.14%,57.14%
2333,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2333,Flat/Unit,Total,199,228,308,s,281,-14.15%,-9.00%,-22.22%,-17.65%
2333,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2333,Flat/Unit,1 Bedroom,-,-,-,-,63,-,-,-,-
2333,Flat/Unit,Not Specified,-,-,-,-,s,-,-,-,-
2333,Flat/Unit,2 Bedrooms,220,250,340,s,119,0.00%,2.04%,-38.10%,0.00%
2333,Flat/Unit,3 Bedrooms,-,-,-,-,72,-,-,-,-
2333,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2334,Total,Total,-,-,-,-,200,-,-,-,-
2334,Total,1 Bedroom,-,-,-,-,-,-,-,-,-
2334,Total,Not Specified,-,-,-,-,s,-,-,-,-
2334,Total,2 Bedrooms,-,-,-,-,32,-,-,-,-
2334,Total,3 Bedrooms,-,-,-,-,83,-,-,-,-
2334,Total,4 or more Bedrooms,-,-,-,-,70,-,-,-,-
2334,House,Total,-,-,-,-,162,-,-,-,-
2334,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2334,House,Not Specified,-,-,-,-,-,-,-,-,-
2334,House,2 Bedrooms,-,-,-,-,s,-,-,-,-
2334,House,3 Bedrooms,-,-,-,-,72,-,-,-,-
2334,House,4 or more Bedrooms,-,-,-,-,66,-,-,-,-
2334,Other,Total,-,-,-,-,s,-,-,-,-
2334,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2334,Other,Not Specified,-,-,-,-,-,-,-,-,-
2334,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2334,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2334,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2334,Townhouse,Total,-,-,-,-,-,-,-,-,-
2334,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2334,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2334,Flat/Unit,Total,-,-,-,-,s,-,-,-,-
2334,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2334,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2334,Flat/Unit,2 Bedrooms,-,-,-,-,-,-,-,-,-
2334,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2335,Total,Total,370,430,450,45,537,0.00%,0.00%,-8.16%,4.65%
2335,Total,1 Bedroom,-,-,-,-,s,-,-,-,-
2335,Total,Not Specified,-,-,-,-,s,-,-,-,-
2335,Total,2 Bedrooms,-,-,-,-,59,-,-,-,-
2335,Total,3 Bedrooms,375,400,418,s,196,8.11%,1.91%,18.75%,5.56%
2335,Total,4 or more Bedrooms,450,450,468,s,250,0.00%,0.00%,-32.14%,0.00%
2335,House,Total,400,440,458,38,421,2.33%,2.33%,-7.32%,5.56%
2335,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2335,House,Not Specified,-,-,-,-,-,-,-,-,-
2335,House,2 Bedrooms,-,-,-,-,s,-,-,-,-
2335,House,3 Bedrooms,388,400,426,s,141,8.11%,1.27%,33.33%,6.67%
2335,House,4 or more Bedrooms,450,450,468,s,246,0.00%,0.00%,-32.14%,5.56%
2335,Other,Total,-,-,-,-,s,-,-,-,-
2335,Other,Not Specified,-,-,-,-,-,-,-,-,-
2335,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2335,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2335,Townhouse,Total,-,-,-,-,38,-,-,-,-
2335,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2335,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2335,Townhouse,3 Bedrooms,-,-,-,-,s,-,-,-,-
2335,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2335,Flat/Unit,Total,-,-,-,-,58,-,-,-,-
2335,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2335,Flat/Unit,2 Bedrooms,-,-,-,-,s,-,-,-,-
2335,Flat/Unit,3 Bedrooms,-,-,-,-,s,-,-,-,-
2335,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2336,Total,Total,-,-,-,-,141,-,-,-,-
2336,Total,1 Bedroom,-,-,-,-,s,-,-,-,-
2336,Total,Not Specified,-,-,-,-,-,-,-,-,-
2336,Total,2 Bedrooms,-,-,-,-,37,-,-,-,-
2336,Total,3 Bedrooms,-,-,-,-,65,-,-,-,-
2336,Total,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2336,House,Total,-,-,-,-,87,-,-,-,-
2336,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2336,House,Not Specified,-,-,-,-,-,-,-,-,-
2336,House,2 Bedrooms,-,-,-,-,s,-,-,-,-
2336,House,3 Bedrooms,-,-,-,-,47,-,-,-,-
2336,House,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2336,Other,Total,-,-,-,-,s,-,-,-,-
2336,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2336,Other,Not Specified,-,-,-,-,-,-,-,-,-
2336,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2336,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2336,Townhouse,Total,-,-,-,-,-,-,-,-,-
2336,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2336,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2336,Flat/Unit,Total,-,-,-,-,31,-,-,-,-
2336,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2336,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2336,Flat/Unit,2 Bedrooms,-,-,-,-,s,-,-,-,-
2336,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2337,Total,Total,290,340,360,31,542,6.25%,0.00%,-27.91%,-16.22%
2337,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2337,Total,1 Bedroom,-,-,-,-,s,-,-,-,-
2337,Total,Not Specified,-,-,-,-,31,-,-,-,-
2337,Total,2 Bedrooms,-,-,-,-,165,-,-,-,-
2337,Total,3 Bedrooms,340,355,368,s,222,4.41%,7.58%,-5.26%,20.00%
2337,Total,4 or more Bedrooms,-,-,-,-,92,-,-,-,-
2337,House,Total,325,350,368,s,307,0.00%,-5.41%,-13.04%,-16.67%
2337,House,Bedsitter,-,-,-,-,-,-,-,-,-
2337,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2337,House,Not Specified,-,-,-,-,s,-,-,-,-
2337,House,2 Bedrooms,-,-,-,-,51,-,-,-,-
2337,House,3 Bedrooms,350,360,368,s,155,5.88%,5.88%,9.09%,9.09%
2337,House,4 or more Bedrooms,-,-,-,-,86,-,-,-,-
2337,Other,Total,-,-,-,-,47,-,-,-,-
2337,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2337,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2337,Other,Not Specified,-,-,-,-,s,-,-,-,-
2337,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2337,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2337,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2337,Townhouse,Total,-,-,-,-,s,-,-,-,-
2337,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2337,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2337,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2337,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2337,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2337,Flat/Unit,Total,-,-,-,-,174,-,-,-,-
2337,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2337,Flat/Unit,1 Bedroom,-,-,-,-,s,-,-,-,-
2337,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2337,Flat/Unit,2 Bedrooms,-,-,-,-,99,-,-,-,-
2337,Flat/Unit,3 Bedrooms,-,-,-,-,46,-,-,-,-
